Anno 2011, ospedale 01090101, specialità 1, totale pazienti 309
Anno 2011, ospedale 01061100, specialità 8, totale pazienti 1547
Anno 2011, ospedale 01061800, specialità 8, totale pazienti 15
Anno 2011, ospedale 01062800, specialità 8, totale pazienti 679
Anno 2011, ospedale 01064300, specialità 8, totale pazienti 1523
Anno 2011, ospedale 01065500, specialità 8, totale pazienti 716
Anno 2011, ospedale 01065600, specialità 8, totale pazienti 87
Anno 2011, ospedale 01090101, specialità 8, totale pazienti 1748
Anno 2011, ospedale 01090201, specialità 8, totale pazienti 356
Anno 2011, ospedale 01090203, specialità 8, totale pazienti 3
Anno 2011, ospedale 01090302, specialità 8, totale pazienti 296
Anno 2011, ospedale 01090400, specialità 8, totale pazienti 557
Anno 2011, ospedale 01090501, specialità 8, totale pazienti 1931
Anno 2011, ospedale 01090600, specialità 8, totale pazienti 1196
Anno 2011, ospedale 01090701, specialità 8, totale pazienti 1845
Anno 2011, ospedale 01090800, specialità 8, totale pazienti 1333
Anno 2011, ospedale 01000300, specialità 9, totale pazienti 1670
Anno 2011, ospedale 01000401, specialità 9, totale pazienti 201
Anno 2011, ospedale 01000402, specialità 9, totale pazienti 573
Anno 2011, ospedale 01000403, specialità 9, totale pazienti 436
Anno 2011, ospedale 01000501, specialità 9, totale pazienti 649
Anno 2011, ospedale 01000502, specialità 9, totale pazienti 826
Anno 2011, ospedale 01000503, specialità 9, totale pazienti 670
Anno 2011, ospedale 01000601, specialità 9, totale pazienti 1283
Anno 2011, ospedale 01000602, specialità 9, totale pazienti 900
Anno 2011, ospedale 01000700, specialità 9, totale pazienti 590
Anno 2011, ospedale 01000801, specialità 9, totale pazienti 791
Anno 2011, ospedale 01000802, specialità 9, totale pazienti 4
Anno 2011, ospedale 01000901, specialità 9, totale pazienti 532
Anno 2011, ospedale 01000902, specialità 9, totale pazienti 353
Anno 2011, ospedale 01001100, specialità 9, totale pazienti 1050
Anno 2011, ospedale 01001200, specialità 9, totale pazienti 567
Anno 2011, ospedale 01001700, specialità 9, totale pazienti 845
Anno 2011, ospedale 01001901, specialità 9, totale pazienti 498
Anno 2011, ospedale 01002301, specialità 9, totale pazienti 1212
Anno 2011, ospedale 01002302, specialità 9, totale pazienti 829
Anno 2011, ospedale 01002601, specialità 9, totale pazienti 960
Anno 2011, ospedale 01002603, specialità 9, totale pazienti 1413
Anno 2011, ospedale 01002604, specialità 9, totale pazienti 723
Anno 2011, ospedale 01002605, specialità 9, totale pazienti 618
Anno 2011, ospedale 01002606, specialità 9, totale pazienti 201
Anno 2011, ospedale 01003001, specialità 9, totale pazienti 951
Anno 2011, ospedale 01003002, specialità 9, totale pazienti 1
Anno 2011, ospedale 01007901, specialità 9, totale pazienti 1159
Anno 2011, ospedale 01007904, specialità 9, totale pazienti 632
Anno 2011, ospedale 01007905, specialità 9, totale pazienti 28
Anno 2011, ospedale 01008500, specialità 9, totale pazienti 1585
Anno 2011, ospedale 01012001, specialità 9, totale pazienti 1279
Anno 2011, ospedale 01012002, specialità 9, totale pazienti 1086
Anno 2011, ospedale 01012401, specialità 9, totale pazienti 1294
Anno 2011, ospedale 01012402, specialità 9, totale pazienti 1002
Anno 2011, ospedale 01012601, specialità 9, totale pazienti 754
Anno 2011, ospedale 01012602, specialità 9, totale pazienti 994
Anno 2011, ospedale 01061000, specialità 9, totale pazienti 1540
Anno 2011, ospedale 01061100, specialità 9, totale pazienti 1057
Anno 2011, ospedale 01061200, specialità 9, totale pazienti 538
Anno 2011, ospedale 01061800, specialità 9, totale pazienti 2429
Anno 2011, ospedale 01062600, specialità 9, totale pazienti 1639
Anno 2011, ospedale 01062800, specialità 9, totale pazienti 555
Anno 2011, ospedale 01063200, specialità 9, totale pazienti 280
Anno 2011, ospedale 01064000, specialità 9, totale pazienti 511
Anno 2011, ospedale 01064100, specialità 9, totale pazienti 995
Anno 2011, ospedale 01064200, specialità 9, totale pazienti 735
Anno 2011, ospedale 01064300, specialità 9, totale pazienti 384
Anno 2011, ospedale 01064900, specialità 9, totale pazienti 1090
Anno 2011, ospedale 01065500, specialità 9, totale pazienti 121
Anno 2011, ospedale 01065600, specialità 9, totale pazienti 172
Anno 2011, ospedale 01088200, specialità 9, totale pazienti 549
Anno 2011, ospedale 01089200, specialità 9, totale pazienti 1003
Anno 2011, ospedale 01089700, specialità 9, totale pazienti 295
Anno 2011, ospedale 01090101, specialità 9, totale pazienti 7630
Anno 2011, ospedale 01090201, specialità 9, totale pazienti 373
Anno 2011, ospedale 01090400, specialità 9, totale pazienti 556
Anno 2011, ospedale 01090501, specialità 9, totale pazienti 1558
Anno 2011, ospedale 01090502, specialità 9, totale pazienti 2268
Anno 2011, ospedale 01090600, specialità 9, totale pazienti 2338
Anno 2011, ospedale 01090701, specialità 9, totale pazienti 1407
Anno 2011, ospedale 01090800, specialità 9, totale pazienti 1363
Anno 2011, ospedale 01000801, specialità 10, totale pazienti 279
Anno 2011, ospedale 01090101, specialità 10, totale pazienti 530
Anno 2011, ospedale 01090501, specialità 10, totale pazienti 650
Anno 2011, ospedale 01090701, specialità 10, totale pazienti 996
Anno 2011, ospedale 01090302, specialità 11, totale pazienti 384
Anno 2011, ospedale 01090501, specialità 11, totale pazienti 621
Anno 2011, ospedale 01090702, specialità 11, totale pazienti 941
Anno 2011, ospedale 01000300, specialità 12, totale pazienti 616
Anno 2011, ospedale 01001200, specialità 12, totale pazienti 779
Anno 2011, ospedale 01090101, specialità 12, totale pazienti 1
Anno 2011, ospedale 01090102, specialità 12, totale pazienti 640
Anno 2011, ospedale 01090201, specialità 12, totale pazienti 1419
Anno 2011, ospedale 01090501, specialità 12, totale pazienti 159
Anno 2011, ospedale 01090600, specialità 12, totale pazienti 54
Anno 2011, ospedale 01090701, specialità 12, totale pazienti 732
Anno 2011, ospedale 01090800, specialità 12, totale pazienti 1053
Anno 2011, ospedale 01090101, specialità 13, totale pazienti 425
Anno 2011, ospedale 01090400, specialità 13, totale pazienti 356
Anno 2011, ospedale 01090501, specialità 13, totale pazienti 359
Anno 2011, ospedale 01090600, specialità 13, totale pazienti 284
Anno 2011, ospedale 01090701, specialità 13, totale pazienti 238
Anno 2011, ospedale 01000501, specialità 14, totale pazienti 67
Anno 2011, ospedale 01000801, specialità 14, totale pazienti 274
Anno 2011, ospedale 01001100, specialità 14, totale pazienti 315
Anno 2011, ospedale 01008500, specialità 14, totale pazienti 642
Anno 2011, ospedale 01061600, specialità 14, totale pazienti 591
Anno 2011, ospedale 01063200, specialità 14, totale pazienti 12
Anno 2011, ospedale 01065500, specialità 14, totale pazienti 766
Anno 2011, ospedale 01090101, specialità 14, totale pazienti 1830
Anno 2011, ospedale 01090501, specialità 14, totale pazienti 930
Anno 2011, ospedale 01090600, specialità 14, totale pazienti 1136
Anno 2011, ospedale 01090701, specialità 14, totale pazienti 697
Anno 2011, ospedale 01090800, specialità 14, totale pazienti 997
Anno 2011, ospedale 01000300, specialità 18, totale pazienti 7
Anno 2011, ospedale 01002301, specialità 18, totale pazienti 391
Anno 2011, ospedale 01012001, specialità 18, totale pazienti 214
Anno 2011, ospedale 01090101, specialità 18, totale pazienti 1699
Anno 2011, ospedale 01090302, specialità 18, totale pazienti 186
Anno 2011, ospedale 01090501, specialità 18, totale pazienti 1526
Anno 2011, ospedale 01090600, specialità 18, totale pazienti 239
Anno 2011, ospedale 01090701, specialità 18, totale pazienti 257
Anno 2011, ospedale 01090800, specialità 18, totale pazienti 247
Anno 2011, ospedale 01000401, specialità 19, totale pazienti 64
Anno 2011, ospedale 01001200, specialità 19, totale pazienti 135
Anno 2011, ospedale 01002301, specialità 19, totale pazienti 97
Anno 2011, ospedale 01002601, specialità 19, totale pazienti 86
Anno 2011, ospedale 01012601, specialità 19, totale pazienti 16
Anno 2011, ospedale 01090101, specialità 19, totale pazienti 654
Anno 2011, ospedale 01090201, specialità 19, totale pazienti 43
Anno 2011, ospedale 01090302, specialità 19, totale pazienti 1251
Anno 2011, ospedale 01090501, specialità 19, totale pazienti 101
Anno 2011, ospedale 01090600, specialità 19, totale pazienti 543
Anno 2011, ospedale 01090701, specialità 19, totale pazienti 395
Anno 2011, ospedale 01090800, specialità 19, totale pazienti 234
Anno 2011, ospedale 01001100, specialità 20, totale pazienti 623
Anno 2011, ospedale 01000300, specialità 21, totale pazienti 88
Anno 2011, ospedale 01000700, specialità 21, totale pazienti 438
Anno 2011, ospedale 01000801, specialità 21, totale pazienti 241
Anno 2011, ospedale 01001100, specialità 21, totale pazienti 85
Anno 2011, ospedale 01002301, specialità 21, totale pazienti 13
Anno 2011, ospedale 01002302, specialità 21, totale pazienti 428
Anno 2011, ospedale 01003001, specialità 21, totale pazienti 2
Anno 2011, ospedale 01003002, specialità 21, totale pazienti 110
Anno 2011, ospedale 01003003, specialità 21, totale pazienti 1
Anno 2011, ospedale 01012601, specialità 21, totale pazienti 3
Anno 2011, ospedale 01012602, specialità 21, totale pazienti 308
Anno 2011, ospedale 01090101, specialità 21, totale pazienti 1187
Anno 2011, ospedale 01090400, specialità 21, totale pazienti 411
Anno 2011, ospedale 01090600, specialità 21, totale pazienti 800
Anno 2011, ospedale 01090701, specialità 21, totale pazienti 679
Anno 2011, ospedale 01000501, specialità 24, totale pazienti 1
Anno 2011, ospedale 01000502, specialità 24, totale pazienti 285
Anno 2011, ospedale 01000801, specialità 24, totale pazienti 452
Anno 2011, ospedale 01000901, specialità 24, totale pazienti 264
Anno 2011, ospedale 01001300, specialità 24, totale pazienti 1329
Anno 2011, ospedale 01002601, specialità 24, totale pazienti 217
Anno 2011, ospedale 01008500, specialità 24, totale pazienti 193
Anno 2011, ospedale 01090302, specialità 24, totale pazienti 553
Anno 2011, ospedale 01090501, specialità 24, totale pazienti 340
Anno 2011, ospedale 01090600, specialità 24, totale pazienti 343
Anno 2011, ospedale 01090701, specialità 24, totale pazienti 349
Anno 2011, ospedale 01090201, specialità 25, totale pazienti 195
Anno 2011, ospedale 01000300, specialità 26, totale pazienti 3389
Anno 2011, ospedale 01000401, specialità 26, totale pazienti 1700
Anno 2011, ospedale 01000402, specialità 26, totale pazienti 1506
Anno 2011, ospedale 01000403, specialità 26, totale pazienti 862
Anno 2011, ospedale 01000501, specialità 26, totale pazienti 980
Anno 2011, ospedale 01000502, specialità 26, totale pazienti 843
Anno 2011, ospedale 01000503, specialità 26, totale pazienti 620
Anno 2011, ospedale 01000601, specialità 26, totale pazienti 956
Anno 2011, ospedale 01000602, specialità 26, totale pazienti 277
Anno 2011, ospedale 01000700, specialità 26, totale pazienti 1010
Anno 2011, ospedale 01000801, specialità 26, totale pazienti 2172
Anno 2011, ospedale 01000802, specialità 26, totale pazienti 826
Anno 2011, ospedale 01000901, specialità 26, totale pazienti 758
Anno 2011, ospedale 01000902, specialità 26, totale pazienti 971
Anno 2011, ospedale 01001100, specialità 26, totale pazienti 3617
Anno 2011, ospedale 01001200, specialità 26, totale pazienti 105
Anno 2011, ospedale 01001700, specialità 26, totale pazienti 1997
Anno 2011, ospedale 01001901, specialità 26, totale pazienti 1345
Anno 2011, ospedale 01001903, specialità 26, totale pazienti 1166
Anno 2011, ospedale 01002301, specialità 26, totale pazienti 928
Anno 2011, ospedale 01002302, specialità 26, totale pazienti 495
Anno 2011, ospedale 01002601, specialità 26, totale pazienti 1276
Anno 2011, ospedale 01002602, specialità 26, totale pazienti 320
Anno 2011, ospedale 01002603, specialità 26, totale pazienti 1097
Anno 2011, ospedale 01002604, specialità 26, totale pazienti 931
Anno 2011, ospedale 01002605, specialità 26, totale pazienti 1100
Anno 2011, ospedale 01002606, specialità 26, totale pazienti 621
Anno 2011, ospedale 01002701, specialità 26, totale pazienti 702
Anno 2011, ospedale 01003001, specialità 26, totale pazienti 2016
Anno 2011, ospedale 01003002, specialità 26, totale pazienti 4
Anno 2011, ospedale 01003003, specialità 26, totale pazienti 1
Anno 2011, ospedale 01007901, specialità 26, totale pazienti 1731
Anno 2011, ospedale 01007902, specialità 26, totale pazienti 487
Anno 2011, ospedale 01007903, specialità 26, totale pazienti 427
Anno 2011, ospedale 01007904, specialità 26, totale pazienti 758
Anno 2011, ospedale 01007905, specialità 26, totale pazienti 632
Anno 2011, ospedale 01008500, specialità 26, totale pazienti 2396
Anno 2011, ospedale 01012001, specialità 26, totale pazienti 1952
Anno 2011, ospedale 01012002, specialità 26, totale pazienti 1250
Anno 2011, ospedale 01012401, specialità 26, totale pazienti 1555
Anno 2011, ospedale 01012402, specialità 26, totale pazienti 1115
Anno 2011, ospedale 01012601, specialità 26, totale pazienti 775
Anno 2011, ospedale 01012602, specialità 26, totale pazienti 1178
Anno 2011, ospedale 01061000, specialità 26, totale pazienti 616
Anno 2011, ospedale 01061100, specialità 26, totale pazienti 191
Anno 2011, ospedale 01061200, specialità 26, totale pazienti 190
Anno 2011, ospedale 01061600, specialità 26, totale pazienti 19
Anno 2011, ospedale 01061800, specialità 26, totale pazienti 726
Anno 2011, ospedale 01062600, specialità 26, totale pazienti 81
Anno 2011, ospedale 01062800, specialità 26, totale pazienti 68
Anno 2011, ospedale 01063000, specialità 26, totale pazienti 27
Anno 2011, ospedale 01063200, specialità 26, totale pazienti 102
Anno 2011, ospedale 01064000, specialità 26, totale pazienti 61
Anno 2011, ospedale 01064100, specialità 26, totale pazienti 199
Anno 2011, ospedale 01064200, specialità 26, totale pazienti 251
Anno 2011, ospedale 01064300, specialità 26, totale pazienti 328
Anno 2011, ospedale 01064900, specialità 26, totale pazienti 277
Anno 2011, ospedale 01065500, specialità 26, totale pazienti 6
Anno 2011, ospedale 01065600, specialità 26, totale pazienti 99
Anno 2011, ospedale 01089200, specialità 26, totale pazienti 1314
Anno 2011, ospedale 01089700, specialità 26, totale pazienti 837
Anno 2011, ospedale 01090101, specialità 26, totale pazienti 6191
Anno 2011, ospedale 01090102, specialità 26, totale pazienti 13
Anno 2011, ospedale 01090400, specialità 26, totale pazienti 1980
Anno 2011, ospedale 01090501, specialità 26, totale pazienti 2511
Anno 2011, ospedale 01090502, specialità 26, totale pazienti 499
Anno 2011, ospedale 01090600, specialità 26, totale pazienti 2025
Anno 2011, ospedale 01090701, specialità 26, totale pazienti 2700
Anno 2011, ospedale 01090702, specialità 26, totale pazienti 1
Anno 2011, ospedale 01090800, specialità 26, totale pazienti 3398
Anno 2011, ospedale 01092000, specialità 26, totale pazienti 1218
Anno 2011, ospedale 01090201, specialità 28, totale pazienti 505
Anno 2011, ospedale 01090501, specialità 28, totale pazienti 28
Anno 2011, ospedale 01090703, specialità 28, totale pazienti 86
Anno 2011, ospedale 01000401, specialità 29, totale pazienti 225
Anno 2011, ospedale 01000403, specialità 29, totale pazienti 1
Anno 2011, ospedale 01000501, specialità 29, totale pazienti 2
Anno 2011, ospedale 01000502, specialità 29, totale pazienti 425
Anno 2011, ospedale 01000601, specialità 29, totale pazienti 398
Anno 2011, ospedale 01000700, specialità 29, totale pazienti 117
Anno 2011, ospedale 01000801, specialità 29, totale pazienti 169
Anno 2011, ospedale 01000802, specialità 29, totale pazienti 1
Anno 2011, ospedale 01000901, specialità 29, totale pazienti 195
Anno 2011, ospedale 01001100, specialità 29, totale pazienti 347
Anno 2011, ospedale 01001700, specialità 29, totale pazienti 78
Anno 2011, ospedale 01001901, specialità 29, totale pazienti 234
Anno 2011, ospedale 01002301, specialità 29, totale pazienti 290
Anno 2011, ospedale 01002302, specialità 29, totale pazienti 1
Anno 2011, ospedale 01002601, specialità 29, totale pazienti 73
Anno 2011, ospedale 01002604, specialità 29, totale pazienti 67
Anno 2011, ospedale 01003001, specialità 29, totale pazienti 273
Anno 2011, ospedale 01008500, specialità 29, totale pazienti 415
Anno 2011, ospedale 01012001, specialità 29, totale pazienti 446
Anno 2011, ospedale 01012401, specialità 29, totale pazienti 3
Anno 2011, ospedale 01012402, specialità 29, totale pazienti 111
Anno 2011, ospedale 01090101, specialità 29, totale pazienti 333
Anno 2011, ospedale 01090102, specialità 29, totale pazienti 1
Anno 2011, ospedale 01090201, specialità 29, totale pazienti 244
Anno 2011, ospedale 01090501, specialità 29, totale pazienti 698
Anno 2011, ospedale 01090600, specialità 29, totale pazienti 374
Anno 2011, ospedale 01090701, specialità 29, totale pazienti 291
Anno 2011, ospedale 01090800, specialità 29, totale pazienti 88
Anno 2011, ospedale 01001100, specialità 30, totale pazienti 328
Anno 2011, ospedale 01061100, specialità 30, totale pazienti 141
Anno 2011, ospedale 01061600, specialità 30, totale pazienti 558
Anno 2011, ospedale 01062800, specialità 30, totale pazienti 173
Anno 2011, ospedale 01090101, specialità 30, totale pazienti 851
Anno 2011, ospedale 01090102, specialità 30, totale pazienti 1
Anno 2011, ospedale 01090201, specialità 30, totale pazienti 682
Anno 2011, ospedale 01090501, specialità 30, totale pazienti 1167
Anno 2011, ospedale 01090600, specialità 30, totale pazienti 522
Anno 2011, ospedale 01090701, specialità 30, totale pazienti 943
Anno 2011, ospedale 01090702, specialità 30, totale pazienti 2
Anno 2011, ospedale 01000401, specialità 31, totale pazienti 744
Anno 2011, ospedale 01000402, specialità 31, totale pazienti 1280
Anno 2011, ospedale 01000403, specialità 31, totale pazienti 454
Anno 2011, ospedale 01000502, specialità 31, totale pazienti 1
Anno 2011, ospedale 01000700, specialità 31, totale pazienti 1
Anno 2011, ospedale 01000901, specialità 31, totale pazienti 631
Anno 2011, ospedale 01000902, specialità 31, totale pazienti 468
Anno 2011, ospedale 01001700, specialità 31, totale pazienti 1
Anno 2011, ospedale 01002301, specialità 31, totale pazienti 217
Anno 2011, ospedale 01002302, specialità 31, totale pazienti 587
Anno 2011, ospedale 01002601, specialità 31, totale pazienti 184
Anno 2011, ospedale 01003001, specialità 31, totale pazienti 8
Anno 2011, ospedale 01007904, specialità 31, totale pazienti 2
Anno 2011, ospedale 01012401, specialità 31, totale pazienti 18
Anno 2011, ospedale 01012601, specialità 31, totale pazienti 2
Anno 2011, ospedale 01090301, specialità 31, totale pazienti 91
Anno 2011, ospedale 01090501, specialità 31, totale pazienti 1
Anno 2011, ospedale 01090600, specialità 31, totale pazienti 1
Anno 2011, ospedale 01090702, specialità 31, totale pazienti 8
Anno 2011, ospedale 01090800, specialità 31, totale pazienti 1215
Anno 2011, ospedale 01000300, specialità 32, totale pazienti 621
Anno 2011, ospedale 01000401, specialità 32, totale pazienti 96
Anno 2011, ospedale 01000501, specialità 32, totale pazienti 523
Anno 2011, ospedale 01000502, specialità 32, totale pazienti 5
Anno 2011, ospedale 01000601, specialità 32, totale pazienti 131
Anno 2011, ospedale 01000700, specialità 32, totale pazienti 218
Anno 2011, ospedale 01000801, specialità 32, totale pazienti 746
Anno 2011, ospedale 01000802, specialità 32, totale pazienti 2
Anno 2011, ospedale 01000901, specialità 32, totale pazienti 394
Anno 2011, ospedale 01001100, specialità 32, totale pazienti 279
Anno 2011, ospedale 01001200, specialità 32, totale pazienti 140
Anno 2011, ospedale 01001700, specialità 32, totale pazienti 470
Anno 2011, ospedale 01001901, specialità 32, totale pazienti 599
Anno 2011, ospedale 01001903, specialità 32, totale pazienti 6
Anno 2011, ospedale 01002301, specialità 32, totale pazienti 632
Anno 2011, ospedale 01002302, specialità 32, totale pazienti 2
Anno 2011, ospedale 01002601, specialità 32, totale pazienti 430
Anno 2011, ospedale 01002602, specialità 32, totale pazienti 1
Anno 2011, ospedale 01002603, specialità 32, totale pazienti 427
Anno 2011, ospedale 01002604, specialità 32, totale pazienti 370
Anno 2011, ospedale 01002606, specialità 32, totale pazienti 4
Anno 2011, ospedale 01003001, specialità 32, totale pazienti 627
Anno 2011, ospedale 01007901, specialità 32, totale pazienti 55
Anno 2011, ospedale 01008500, specialità 32, totale pazienti 764
Anno 2011, ospedale 01012001, specialità 32, totale pazienti 500
Anno 2011, ospedale 01012002, specialità 32, totale pazienti 2
Anno 2011, ospedale 01012601, specialità 32, totale pazienti 326
Anno 2011, ospedale 01012602, specialità 32, totale pazienti 8
Anno 2011, ospedale 01061200, specialità 32, totale pazienti 182
Anno 2011, ospedale 01064000, specialità 32, totale pazienti 263
Anno 2011, ospedale 01090101, specialità 32, totale pazienti 1993
Anno 2011, ospedale 01090400, specialità 32, totale pazienti 601
Anno 2011, ospedale 01090501, specialità 32, totale pazienti 764
Anno 2011, ospedale 01090600, specialità 32, totale pazienti 823
Anno 2011, ospedale 01090701, specialità 32, totale pazienti 1122
Anno 2011, ospedale 01090800, specialità 32, totale pazienti 241
Anno 2011, ospedale 01092000, specialità 32, totale pazienti 434
Anno 2011, ospedale 01002301, specialità 33, totale pazienti 14
Anno 2011, ospedale 01090302, specialità 33, totale pazienti 570
Anno 2011, ospedale 01090501, specialità 33, totale pazienti 3
Anno 2011, ospedale 01090701, specialità 33, totale pazienti 1
Anno 2011, ospedale 01090702, specialità 33, totale pazienti 196
Anno 2011, ospedale 01000300, specialità 34, totale pazienti 1374
Anno 2011, ospedale 01000501, specialità 34, totale pazienti 16
Anno 2011, ospedale 01000503, specialità 34, totale pazienti 374
Anno 2011, ospedale 01000601, specialità 34, totale pazienti 1
Anno 2011, ospedale 01000602, specialità 34, totale pazienti 781
Anno 2011, ospedale 01000801, specialità 34, totale pazienti 129
Anno 2011, ospedale 01000901, specialità 34, totale pazienti 40
Anno 2011, ospedale 01001000, specialità 34, totale pazienti 5697
Anno 2011, ospedale 01001200, specialità 34, totale pazienti 635
Anno 2011, ospedale 01001901, specialità 34, totale pazienti 51
Anno 2011, ospedale 01002301, specialità 34, totale pazienti 775
Anno 2011, ospedale 01002601, specialità 34, totale pazienti 990
Anno 2011, ospedale 01002603, specialità 34, totale pazienti 321
Anno 2011, ospedale 01002604, specialità 34, totale pazienti 1
Anno 2011, ospedale 01003001, specialità 34, totale pazienti 98
Anno 2011, ospedale 01008500, specialità 34, totale pazienti 647
Anno 2011, ospedale 01012001, specialità 34, totale pazienti 533
Anno 2011, ospedale 01012401, specialità 34, totale pazienti 22
Anno 2011, ospedale 01012402, specialità 34, totale pazienti 466
Anno 2011, ospedale 01012601, specialità 34, totale pazienti 553
Anno 2011, ospedale 01061100, specialità 34, totale pazienti 1808
Anno 2011, ospedale 01061200, specialità 34, totale pazienti 352
Anno 2011, ospedale 01062600, specialità 34, totale pazienti 161
Anno 2011, ospedale 01062800, specialità 34, totale pazienti 84
Anno 2011, ospedale 01063200, specialità 34, totale pazienti 41
Anno 2011, ospedale 01064200, specialità 34, totale pazienti 648
Anno 2011, ospedale 01064300, specialità 34, totale pazienti 4
Anno 2011, ospedale 01064900, specialità 34, totale pazienti 225
Anno 2011, ospedale 01065500, specialità 34, totale pazienti 513
Anno 2011, ospedale 01089200, specialità 34, totale pazienti 856
Anno 2011, ospedale 01089700, specialità 34, totale pazienti 80
Anno 2011, ospedale 01090400, specialità 34, totale pazienti 11
Anno 2011, ospedale 01090502, specialità 34, totale pazienti 323
Anno 2011, ospedale 01090600, specialità 34, totale pazienti 2633
Anno 2011, ospedale 01090701, specialità 34, totale pazienti 650
Anno 2011, ospedale 01090800, specialità 34, totale pazienti 372
